Gene_stable_ID	Gene name	Descriptions	GO_terms
AGAP003707		Transcription elongation factor 1 homolog [Source:UniProtKB/TrEMBL	GO:0048096;GO:0008023;GO:0006368;GO:0046872;GO:0000993
AGAP003709		potassium large conductance calcium-activated channel subfamily M alpha member	GO:0042391;GO:0005249;GO:0006811;GO:0060072;GO:0015269;GO:0008076;GO:0006813;GO:0016021;GO:0016020;GO:0015271;GO:0055085;GO:0045211;GO:0005886;GO:0005216
AGAP003710			
AGAP003711		V-type H+-transporting ATPase subunit I	GO:0051117;GO:0016471;GO:0015991;GO:0007035;GO:0016021;GO:0000220;GO:0005886;GO:0015078;GO:0033179;GO:0046961
AGAP003712	Ast1	allatostatin 1	GO:0005184
AGAP003713			
AGAP003714	HPX3	heme peroxidase 3	GO:0055114;GO:0006979;GO:0020037;GO:0004601
AGAP003715		cyclin G-associated kinase	GO:0004672;GO:0043231;GO:0006468;GO:0072583;GO:0030276;GO:0072318;GO:0005737;GO:0006898;GO:0031982;GO:0005524
AGAP003716	twf	Twinfilin [Source:UniProtKB/Swiss-Prot	GO:0030016;GO:0003785;GO:0005622;GO:0030042;GO:0051016;GO:0003779;GO:0005737;GO:0042989;GO:0051015;GO:0030837;GO:0005938;GO:0010976;GO:0010591;GO:0005884
AGAP003717		Twinfilin-1	GO:0030016;GO:0003785;GO:0005622;GO:0030042;GO:0051016;GO:0003779;GO:0005737;GO:0042989;GO:0051015;GO:0030837;GO:0010976;GO:0010591;GO:0005884
AGAP003718		regulator of G-protein signaling	GO:0008277;GO:0035556;GO:0007186
AGAP003719		Ferrochelatase [Source:UniProtKB/TrEMBL	GO:0006783;GO:0005739;GO:0004325
AGAP003720		annexin A4	GO:0005544;GO:0005509
AGAP003721	ANXB10B	annexin B10B	GO:0005544;GO:0005509
AGAP003722	ANXB10C	annexin B10C	GO:0005544;GO:0005509
AGAP003723			GO:0005829;GO:0043551;GO:0045022
AGAP003725		Extended synaptotagmin-like protein 2a	GO:0005509;GO:0006869;GO:0061817;GO:0005544;GO:0008429;GO:0008289;GO:0016021;GO:0031234;GO:0031227;GO:0031210;GO:0035091
AGAP003726			GO:0006986;GO:0006355;GO:0003700
AGAP003727		Protein unc-45 homolog B	GO:0051879;GO:0061077;GO:0005515
AGAP003728		Uncharacterized methyltransferase WBSCR22	GO:0070476;GO:0016435;GO:0005730
AGAP003729			GO:0016021
AGAP003730		neutral ceramidase	
AGAP003731	Vps37B	vacuolar protein sorting 37B	GO:0043231;GO:0006612;GO:0006623;GO:0032509;GO:0000813;GO:0043162
AGAP003732			
AGAP003733		alpha-tocopherol transfer protein-like protein	
AGAP003734			
AGAP003736			GO:0016021
AGAP003737		ESF2/ABP1 family protein	GO:0000480;GO:0003676;GO:0000472;GO:0003723;GO:0034462;GO:0005730;GO:0000447
AGAP003738			GO:0055114;GO:0006826;GO:0005507;GO:0004322;GO:0016491;GO:0005886;GO:0055072
AGAP003739			GO:0046983
AGAP003740			
AGAP003741			
AGAP003742		regulator of chromosome condensation	
AGAP003743		HAUS augmin-like complex subunit 6	GO:0051225;GO:0070652
AGAP003744		Ring finger protein 220	GO:0046872;GO:0004842
AGAP003745			GO:0016126;GO:0005637;GO:0030176;GO:0016020
AGAP003746			
AGAP003747			
AGAP003748			GO:0004252;GO:0006508
AGAP003749		pancreatic triacylglycerol lipase	GO:0052689;GO:0005615;GO:0006629;GO:0016042;GO:0016298
AGAP003750		glucose dehydrogenase (acceptor)	GO:0055114;GO:0050660;GO:0016614
AGAP003751	CPAP1-C	cuticular protein	GO:0005576;GO:0006030;GO:0008061
AGAP003755			GO:0043981;GO:0043982;GO:0044545;GO:0000123;GO:0043984;GO:0035035
AGAP003757			
AGAP003758			
AGAP003759		juvenile hormone-inducible protein	
AGAP003760			
AGAP003762			
AGAP003763		juvenile hormone-inducible protein	
AGAP003764		juvenile hormone-inducible protein	
AGAP003765		juvenile hormone-inducible protein	
AGAP003766			
AGAP003767			
AGAP003768	RpS2	40S ribosomal protein S2	GO:0006412;GO:0015935;GO:0003723;GO:0005840;GO:0022627;GO:0003735
AGAP003769		importin beta-3	GO:0008139;GO:0005737;GO:0031965;GO:0006610;GO:0034399;GO:0006607;GO:0006606
AGAP003770	mRpL51	39S ribosomal protein L51, mitochondrial	GO:0005762;GO:0006412;GO:0003735
AGAP003771			GO:0003676;GO:0016021
AGAP003772		NADPH oxidase 4	GO:0042554;GO:0055114;GO:0043020;GO:0016175;GO:0006952;GO:0016491;GO:0016020;GO:0005886
AGAP003773			
AGAP003774			
AGAP003775			
AGAP003776			
AGAP003777			
AGAP003778			
AGAP003779		serine/threonine-protein phosphatase 4 catalytic subunit	GO:0004721;GO:0016787
AGAP003780		glucose dehydrogenase (acceptor)	GO:0055114;GO:0050660;GO:0016614
AGAP003781		glucose dehydrogenase (acceptor)	GO:0055114;GO:0050660;GO:0016614;GO:0016021
AGAP003782		glucose dehydrogenase (acceptor)	GO:0055114;GO:0016021;GO:0050660;GO:0016614
AGAP003783		glucose dehydrogenase (acceptor)	GO:0055114;GO:0050660;GO:0016614
AGAP003784		glucose dehydrogenase (acceptor)	GO:0055114;GO:0050660;GO:0016614;GO:0016021
AGAP003785		glucose dehydrogenase (acceptor)	GO:0055114;GO:0050660;GO:0016614
AGAP003786		glucose dehydrogenase (acceptor)	GO:0055114;GO:0050660;GO:0016614
AGAP003787		glucose dehydrogenase (acceptor)	GO:0055114;GO:0050660;GO:0016614;GO:0016021
AGAP003788		glucose dehydrogenase (acceptor)	GO:0055114;GO:0050660;GO:0016614
AGAP003789		flotillin	
AGAP003790	ANXB9	annexin B9	GO:0005509;GO:0005623;GO:0010797;GO:0030507;GO:0005544;GO:0030011;GO:0048190
AGAP003791		RAD51-like protein 2	GO:0005657;GO:0003677;GO:0008094;GO:0033063;GO:0033065;GO:0006281;GO:0007131;GO:0005524
AGAP003792		phosphatidylinositol glycan, class B	GO:0000030;GO:0005783;GO:0016021;GO:0006506;GO:0005789;GO:0016757
AGAP003793			
AGAP003794		splicing factor, proline- and glutamine-rich	GO:0005634;GO:0003676;GO:0000976;GO:0003723
AGAP003795			GO:0035869;GO:0016021;GO:1905515
AGAP003796		cyclin-dependent kinases regulatory subunit 1	GO:0019005;GO:0019901;GO:0016538;GO:0061575;GO:0042393;GO:0051301;GO:0043130;GO:0000307;GO:0007049;GO:0007346
AGAP003797		protein tipE	GO:0017080;GO:0005887;GO:0002028
AGAP003798		growth hormone regulated TBC protein 1b	GO:0005623;GO:0005096;GO:0006886;GO:0017137;GO:0090630
AGAP003800		golgi SNAP receptor complex member 2	GO:0015031;GO:0005794;GO:0016192;GO:0005484;GO:0016021
AGAP003801			
AGAP003802			
AGAP003803		anastral spindle 1	GO:0005813
AGAP003804			GO:0045504;GO:0045503;GO:0007018;GO:0005868;GO:0005515
AGAP003805		EF-hand domain (C-terminal) containing 1	GO:0007052;GO:0000281;GO:0072686;GO:0043014;GO:0005930;GO:0060285
AGAP003806		pseudouridine-5'-phosphate glycosidase	GO:0016798
AGAP003807		serine-type enodpeptidase	GO:0004252;GO:0006508
AGAP003808		pickel	GO:0016021
AGAP003809		sinuous	GO:0016021
AGAP003810			GO:0016021
AGAP003811			
AGAP003812			
AGAP003813			
AGAP003814		very-long-chain (3R)-3-hydroxyacyl-(acyl-carrier protein) dehydratase	GO:0030497;GO:0018812;GO:0102158;GO:0102343;GO:0030148;GO:0102344;GO:0102345;GO:0016021;GO:0005789;GO:0042761
AGAP003815		very-long-chain (3R)-3-hydroxyacyl-(acyl-carrier protein) dehydratase	GO:0030497;GO:0018812;GO:0102158;GO:0102343;GO:0030148;GO:0102344;GO:0102345;GO:0016021;GO:0005789;GO:0042761
AGAP003816	RpL30	60S ribosomal protein L30	GO:0006412;GO:0005622;GO:0022625;GO:0003723;GO:0005840;GO:0003735
AGAP003817			GO:0003723
AGAP003818		DRN-tre	
AGAP003819		NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 3	GO:0032981;GO:0005743
AGAP003820		Lin-10 homolog	GO:0005802;GO:0043001
AGAP003821		ubiquitin carboxyl-terminal hydrolase 20/33	GO:0004843;GO:0036459;GO:0016579;GO:0005737;GO:0008270;GO:0006511
AGAP003823		influenza virus NS1A-binding protein	GO:0005515
AGAP003824		conserved oligomeric Golgi complex subunit 2	GO:0017119;GO:0015031;GO:0006891;GO:0016020;GO:0007030
AGAP003825		DnaJ homolog subfamily C member 17	GO:0003676
AGAP003826		proteasome assembly chaperone 2	GO:0005634;GO:0005829;GO:0043248
AGAP003827			GO:0030154;GO:0003682
AGAP003831			GO:0005975;GO:0009225;GO:0006282;GO:1990966;GO:0005634;GO:0005737;GO:0004649
AGAP003832			GO:0005829;GO:0004066;GO:0006529
AGAP003833		asparagine synthase (glutamine-hydrolysing)	GO:0005829;GO:0006529;GO:0004066;GO:0005524
AGAP003834			
AGAP003836			GO:0016021
AGAP003837			
AGAP003838			
AGAP003839		Fem-1 homolog c	GO:0005515
AGAP003841	SG10	salivary gland protein 10	
AGAP003842		proline-, glutamic acid- and leucine-rich protein 1	GO:0006364
AGAP003843		cytochrome c heme-lyase	GO:0005743;GO:0046872;GO:0004408;GO:0018063;GO:0005739
AGAP003844		Class b basic helix-loop-helix protein	GO:0003677;GO:0046983;GO:0006355
AGAP003845		bromodomain-containing protein 8	GO:0005515
AGAP003846		secretory phospholipase A2	GO:0005509;GO:0016042;GO:0005576;GO:0006644;GO:0004623;GO:0050482
AGAP003847		RNA exonuclease 1	GO:0003676;GO:0046872
AGAP003848		acyl-CoA thioesterase 9.1	GO:0006637;GO:0047617;GO:0005739
AGAP003849			GO:0016021
AGAP003851		26 proteasome complex subunit DSS1	GO:0006406;GO:0000724;GO:0043248;GO:0008541
AGAP003852		snRNA-activating protein complex subunit 3	
AGAP003853		ubiquitin thioesterase ZRANB1	GO:0004843;GO:0007010;GO:0035523;GO:0005634;GO:0071947;GO:0046872;GO:0016477;GO:0005737;GO:0070530;GO:1990168;GO:0030177
AGAP003855			
AGAP003856			GO:0016021
AGAP003857		ubiquitin-conjugating enzyme E2 A	GO:0033503;GO:0000209;GO:0000790;GO:0061631;GO:0006281;GO:0043161;GO:0005524
AGAP003858	APG6	autophagy related gene	GO:0000407;GO:0000045;GO:0034272;GO:0006897;GO:0045324;GO:0032465;GO:0019898;GO:0032258;GO:0006995;GO:0006914;GO:0034271
AGAP003860		proline dehydrogenase	GO:0010133;GO:0071949;GO:0004657;GO:0006562;GO:0005739
AGAP003861		Peptide deformylase [Source:UniProtKB/TrEMBL	GO:0006412;GO:0046872;GO:0043686;GO:0042586;GO:0031365;GO:0005739;GO:0018206
AGAP003863			GO:0007165;GO:0035591
AGAP003864			GO:0016021
AGAP003865		gamma-tubulin complex component 3	GO:0051225;GO:0007020;GO:0051415;GO:0000278;GO:0031122;GO:0051321;GO:0000922;GO:0000930;GO:0005813;GO:0005874;GO:0043015;GO:0000923;GO:0008275;GO:0005815;GO:0000226
AGAP003866		alkylated DNA repair protein alkB homolog 6	GO:0055114;GO:0016491
AGAP003867	Med28	mediator of RNA polymerase II transcription subunit 28	GO:0016592
AGAP003868		centrosomal protein CEP110	GO:0051298;GO:0005814;GO:0032465;GO:0007099;GO:0005515
AGAP003869		cytosol aminopeptidase	GO:0030145;GO:0004177;GO:0005622;GO:0005737;GO:0008235;GO:0006508;GO:0019538
AGAP003870	Thoc7	THO complex subunit 7	GO:0000445;GO:0006397;GO:0006406
AGAP003871			GO:0045892;GO:0003677;GO:0048856;GO:0005634;GO:0005667;GO:0000981;GO:0000976
AGAP003872			GO:0016021
AGAP003873		protein crumbs	GO:0005509
AGAP003874		uridine kinase	GO:0005829;GO:0019206;GO:0044206;GO:0006238;GO:0016301;GO:0005524
AGAP003875			GO:0008234;GO:0004197;GO:0051603;GO:0005615;GO:0006508;GO:0005764
AGAP003876		bHLH factor, other	GO:0046983
AGAP003877			
AGAP003878			GO:0016021;GO:0005515
AGAP003879	VhaAC45	vacuolar H+ ATPase AC45 accessory subunit	GO:0046933;GO:0015991;GO:0030641;GO:0033181;GO:0033180;GO:0016021;GO:0046961
AGAP003880			GO:0005515
AGAP003881			GO:0016021
AGAP003882		transcription initiation factor TFIID subunit 1	GO:0043565;GO:0005669;GO:0004402;GO:0045944;GO:0017025;GO:0005515
AGAP003883		peptidyl-tRNA hydrolase, PTH2 family	GO:0005829;GO:0004045;GO:0016021;GO:0005739
AGAP003884		mannosyl-oligosaccharide alpha-1,2-mannosidase	GO:0005509;GO:0004571;GO:0006491;GO:0005783;GO:0008152;GO:0030433;GO:0016021;GO:0003824;GO:0016020
AGAP003885		zinc finger protein GLIS1/3	GO:0005634;GO:0003676;GO:0000977;GO:0000981;GO:0007417
AGAP003886		E3 ubiquitin protein ligase [Source:UniProtKB/TrEMBL	GO:0010390;GO:0004842
AGAP003887		Knickkopf	GO:0016021
AGAP003889		NADPH-dependent diflavin oxidoreductase 1 [Source:UniProtKB/TrEMBL	GO:0055114;GO:0005829;GO:0016226;GO:0003958;GO:0050660;GO:0050661;GO:0010181;GO:0016491
AGAP003890		U3 small nucleolar ribonucleoprotein protein IMP4	GO:0030515;GO:0034457;GO:0032040;GO:0005730;GO:0006364
AGAP003891	Thoc3	THO complex subunit 3	GO:0006406;GO:0000346;GO:0000445;GO:0005515
AGAP003892		solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3	GO:0016021;GO:1901642;GO:0005886;GO:0005337
AGAP003893		C-terminal-binding protein	GO:0055114;GO:0016616;GO:0051287
AGAP003894		Tigger transposable element-derived protein 2	GO:0003677;GO:0003676
AGAP003895		kelch-like protein 10	GO:0005515
AGAP003896			GO:0005634;GO:0003677
AGAP003897			GO:0005634;GO:0003677
AGAP003898			
AGAP003899	Sxl	sex-lethal	GO:1990904;GO:0003676;GO:0003723
AGAP003900		NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 7	GO:0042773;GO:0005743;GO:0006120;GO:0005747;GO:0008137
AGAP003901			GO:0008093;GO:0005856;GO:0008017;GO:0005515
AGAP003902		anaphase-promoting complex subunit 7	GO:0005515
AGAP003903		Required for meiotic nuclear division 1 homolog (S. cerevisiae)	GO:0070131
AGAP003904		AIF-like mitochondrial oxidoreductase (Nfrl)	GO:0051537;GO:0055114;GO:0050660;GO:0016491
AGAP003905		ADP-ribosylation factor-like protein 13B	GO:0005525
AGAP003906			GO:0007032;GO:0005768;GO:0071203;GO:0016197
AGAP003907			GO:0003676;GO:0008270
AGAP003909		Histone H4 [Source:UniProtKB/TrEMBL	GO:0003677;GO:0006352;GO:0005634;GO:0000786;GO:0046982;GO:0006334
AGAP003910		Histone H3 [Source:UniProtKB/TrEMBL	GO:0003677;GO:0005634;GO:0000786;GO:0046982
AGAP003911		Histone H2A [Source:UniProtKB/TrEMBL	GO:0006325;GO:0003677;GO:0005634;GO:0000790;GO:0000786;GO:0046982
AGAP003912		Histone H2B (Fragment) [Source:UniProtKB/TrEMBL	GO:0003677;GO:0005634;GO:0000786;GO:0046982;GO:0006334
AGAP003913		Histone H2A [Source:UniProtKB/TrEMBL	GO:0006325;GO:0003677;GO:0005634;GO:0000790;GO:0000786;GO:0046982
AGAP003914			GO:0003723
AGAP003917		peptide alpha-N-acetyltransferase	GO:0004596;GO:0031417;GO:0017196
AGAP003918			
AGAP003919			
AGAP003920			GO:0005634;GO:0003676;GO:0008270
AGAP003921		voltage-gated ion channel	GO:0006811;GO:0005261;GO:0055085;GO:0016020;GO:0005216
AGAP003922			GO:0005634;GO:0003676;GO:0008270
AGAP003923	Carm1	histone-arginine methyltransferase CARMER	GO:0006479;GO:0008168
AGAP003925		kinesin family member 1/13/14	GO:0005871;GO:0035091;GO:0007018;GO:0003777;GO:0005874;GO:0016887;GO:0008574;GO:0008017;GO:0005524;GO:0005515
AGAP003926		Aminopeptidase [Source:UniProtKB/TrEMBL	GO:0042277;GO:0005737;GO:0008237;GO:0006508;GO:0043171;GO:0070006;GO:0008270
AGAP003927	ILP5	Insulin-like peptide 5	
AGAP003928		Alpha-1,3-glucosyltransferase [Source:UniProtKB/TrEMBL	GO:0006490;GO:0042281;GO:0005783;GO:0006487;GO:0016758;GO:0042283;GO:0016021;GO:0005789
AGAP003929	MMP3	matrix metalloprotease 3	GO:0031012;GO:0004222;GO:0008237;GO:0006508;GO:0008270
AGAP003930			GO:0031146;GO:0016567;GO:0019005
AGAP003931			GO:0007264;GO:0005622;GO:0005525;GO:0003924
AGAP003933			
AGAP003934		Battenin [Source:UniProtKB/TrEMBL	GO:0005765;GO:0015809;GO:0051453;GO:0016021;GO:0007040;GO:0016020;GO:0005764
AGAP003935	Prosalpha1	26S proteasome alpha 1 subunit	GO:0010499;GO:0051603;GO:0005634;GO:0006511;GO:0019773;GO:0004298;GO:0005737;GO:0005839;GO:0043161;GO:0010498;GO:0004175
AGAP003936		small nuclear ribonucleoprotein D2	GO:0000387;GO:0005686;GO:0005682;GO:0008380;GO:0071013;GO:0030532;GO:0046540;GO:0005685
AGAP003937			GO:0061061;GO:0001725;GO:0030018;GO:0005913;GO:0030036;GO:0003779;GO:0031941;GO:0051371;GO:0005515
AGAP003938			GO:0005515
AGAP003939			GO:0005515
AGAP003940			GO:0043565;GO:0006355;GO:0003700
AGAP003941		LYR motif-containing protein 5	
AGAP003942			GO:0005634;GO:0003676;GO:0008270
AGAP003943		regulatory factor X 1/2/3	GO:0003677;GO:0006355;GO:0003700
AGAP003944			GO:0007165;GO:0005515
AGAP003945		olypyrimidine tract-binding protein 2	GO:0005634;GO:0003676;GO:0003723;GO:0006397
AGAP003960			GO:0004252;GO:0006508
AGAP003962		WSCD family member AGAP003962	GO:0016021
AGAP003963			
AGAP003965			GO:0006357;GO:0046983;GO:0005634;GO:0045944;GO:0000981
AGAP003966		tRNA (adenine57-N1/adenine58-N1)-methyltransferase	GO:0016429;GO:0005634;GO:0030488;GO:0031515
AGAP003967		DNA-dependent protein kinase catalytic subunit	GO:0004677;GO:0003677;GO:0005634;GO:0006303;GO:0006974;GO:0008630;GO:0006281;GO:0006302;GO:0016301;GO:0000723;GO:0005524;GO:0004674;GO:0005515
AGAP003968		UMP-CMP kinase [Source:UniProtKB/TrEMBL	GO:0006221;GO:0005634;GO:0006139;GO:0006207;GO:0009041;GO:0005737;GO:0019205;GO:0004127;GO:0005524
AGAP003970		Component of oligomeric golgi complex 3	GO:0016020;GO:0006886;GO:0005801
AGAP003971		serine-type enodpeptidase	GO:0004252;GO:0006508;GO:0005615
AGAP003972	GPRCIR	putative cirl/latrotoxin receptor	GO:0004930;GO:0016020;GO:0030246
AGAP003974		tRNA (cytidine32/guanosine34-2'-O)-methyltransferase	GO:0002181;GO:0008175;GO:0008033;GO:0005737;GO:0008168;GO:0001510;GO:0002128;GO:0032259;GO:0030488
AGAP003975		Heme oxygenase [Source:UniProtKB/TrEMBL	GO:0006979;GO:0055114;GO:0020037;GO:0042167;GO:0046872;GO:0006788;GO:0016020;GO:0004392;GO:0055072
AGAP003976			GO:0004725;GO:0016791;GO:0016311;GO:0006470
AGAP003977			GO:0004252;GO:0006508
AGAP003979		Elongator complex protein 1 [Source:UniProtKB/TrEMBL	GO:0005634;GO:0005737;GO:0002098;GO:0033588;GO:0005515
AGAP003980	Vps45	vacuolar protein sorting 45	GO:0006904;GO:0016192
AGAP003981			GO:0016021;GO:0001401
AGAP003982		methyl-CpG-binding domain protein 2	GO:0003677;GO:0006346;GO:0005634;GO:0000122;GO:0008327;GO:0016581
AGAP003983		nuclear pore complex protein Nup121	
AGAP003984		3-dehydrosphinganine reductase	GO:0005783;GO:0030148;GO:0016021;GO:0006666;GO:0016491;GO:0005789;GO:0047560
AGAP003987		complement component 1 Q subcomponent-binding protein, mitochondrial	GO:0008494;GO:0070131;GO:0097177;GO:0003729;GO:0005759;GO:0005739
AGAP003988		TP53-regulated inhibitor of apoptosis	
AGAP003989		Ammonium transporter [Source:UniProtKB/TrEMBL	GO:0008519;GO:0072488;GO:0015696;GO:0016020;GO:0005887
AGAP003990			GO:0005634;GO:0003676;GO:0008270
AGAP003991			GO:0005634;GO:0003676;GO:0008270
AGAP003992		U3 small nucleolar RNA-associated protein 22	GO:0032040;GO:0003723;GO:0032545;GO:0006364;GO:0034456;GO:0006409
AGAP003993			GO:0005975;GO:0004553
AGAP003994			GO:0005515
AGAP003995			GO:0005975;GO:0004553
AGAP003997		casein kinase 1, gamma	GO:0004672;GO:0006897;GO:0006468;GO:0005634;GO:0005737;GO:0018107;GO:0018105;GO:0005886;GO:0005524;GO:0004674;GO:0090263
AGAP003999			GO:0016747
AGAP004000		myosin IX	GO:0007165;GO:0035556;GO:0016459;GO:0003774;GO:0005524;GO:0005515
AGAP004002		60 kDa heat shock protein, mitochondrial precursor	GO:0042026;GO:0005829;GO:0045041;GO:0006458;GO:0051082;GO:0005737;GO:0008637;GO:0006457;GO:0005739;GO:0005524;GO:0007005
AGAP004003			GO:0016021
AGAP004004			GO:0016021
AGAP004005			
AGAP004006			
AGAP004007			GO:0016021
AGAP004008			GO:0004672;GO:0006468;GO:0005524
AGAP004011		survival motor neuron protein	GO:0005634;GO:0003723;GO:0005737;GO:0006397
AGAP004012		katanin p60 ATPase-containing subunit	GO:0005524;GO:0005515
AGAP004013	SP11838		GO:0006508;GO:0008239;GO:0008236
AGAP004014	SP11706		GO:0006508;GO:0008239;GO:0008236
AGAP004015	SP21408		GO:0006508;GO:0008239;GO:0008236
AGAP004016			GO:0016021;GO:0005515
AGAP004017			GO:0016021
AGAP004018			GO:0007605;GO:0032426;GO:0050953;GO:0002142;GO:0046549;GO:0002141;GO:0051015;GO:0005886;GO:1904970;GO:0032420;GO:0005515
AGAP004020		alpha-mannosidase II	GO:0005975;GO:0006491;GO:0000139;GO:0046872;GO:0006013;GO:0006517;GO:0003824;GO:0004559;GO:0030246
AGAP004021	IR40a	ionotropic receptor IR40a	GO:0045211;GO:0035249;GO:1904315;GO:0008066;GO:0016021;GO:0016020;GO:0004970;GO:0005886;GO:0050804
AGAP004022			GO:0016706
AGAP004023	APG4A	autophagy related gene	GO:0008234;GO:0015031;GO:0005737;GO:0006914
AGAP004025	GPRMTH5	methuselah receptor 5	GO:0004888;GO:0016021;GO:0007166
AGAP004026	GPRMTH6	methuselah receptor 6	GO:0007186;GO:0016021;GO:0007166;GO:0004930;GO:0004888
AGAP004028		intron-binding protein aquarius	GO:0005681;GO:0005634;GO:0003729;GO:0003723;GO:0071013;GO:0000398
AGAP004029		DNA excision repair protein ERCC-1	GO:0003697;GO:0005634;GO:0000710;GO:0070522;GO:0006312;GO:0004519;GO:0003684;GO:0000110;GO:0000014;GO:0006281;GO:0006296;GO:0070914
AGAP004030		dynein light intermediate chain, axonemal	GO:0030175;GO:0045504;GO:0036159;GO:0005737;GO:0005930
AGAP004031		mitochondrial electron transfer flavoprotein subunit alpha	GO:0050660;GO:0033539;GO:0016491;GO:0009055;GO:0005739
AGAP004032		Alpha-mannosidase [Source:UniProtKB/TrEMBL	GO:0005975;GO:0006491;GO:0000139;GO:0046872;GO:0006013;GO:0006517;GO:0003824;GO:0004559;GO:0030246
AGAP004033			GO:0046600;GO:0008017
AGAP004034	GPRNNA4	putative GPCR class a orphan receptor 4	GO:0030425;GO:0030594;GO:0007187;GO:0007186;GO:0007268;GO:0004993;GO:0016021;GO:0004989;GO:0004930;GO:0005887
AGAP004035	GPRFSH	putative glyco-protein hormone fsh-like receptor	GO:0008528;GO:0007189;GO:0007186;GO:0007190;GO:0016021;GO:0016500;GO:0004930;GO:0005887;GO:0009755;GO:0005515
AGAP004036	HPX7	heme peroxidase 7	GO:0006979;GO:0048477;GO:0020037;GO:0055114;GO:0004601
AGAP004038	HPX8	heme peroxidase 8	GO:0006979;GO:0048477;GO:0020037;GO:0055114;GO:0046872;GO:0005576;GO:0004601;GO:0042744
AGAP004039		afadin	GO:0007165;GO:0005911;GO:0005913;GO:0050839;GO:0032880;GO:0005515
AGAP004046		Mpv17-like protein	GO:0005737;GO:0016021
AGAP004048			GO:0005634;GO:0048487;GO:0003714;GO:0051082;GO:0016272;GO:0006457;GO:0003712;GO:0000785
AGAP004049		MAD, mothers against decapentaplegic interacting protein	GO:0046872;GO:0031901;GO:0005769;GO:0016197
AGAP004050		Doublesex female isoform	GO:0043565;GO:0005634;GO:0003700;GO:0006355;GO:0046872
AGAP004052			GO:0003677;GO:0005634;GO:0000122;GO:0045944;GO:0006355
AGAP004054		Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL	GO:0005615;GO:0004767;GO:0061750;GO:0006685;GO:0046513;GO:0046872;GO:0008081;GO:0016787;GO:0016798;GO:0005764
AGAP004055		2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferas	GO:0016746;GO:0004149;GO:0006099;GO:0045252
